order_id,order_date,ship_date,customer_id,product_id,quantity,unit_price,discount_pct,region,state,channel
O302930,2023-01-24,2023-01-26,C10012,P20069,10,692.63,0.0,Midwest,IL,In-Store
O302931,2024-01-13,2024-01-19,C10032,P20105,7,467.4,0.05,South,FL,Online
O302932,2024-09-01,2024-09-06,C10039,P20030,3,166.6,0.0,Midwest,OH,In-Store
O302933,2023-10-06,2023-10-13,C10035,P20018,5,224.43,0.0,Southwest,UT,In-Store
O302934,2025-06-04,2025-06-07,C10409,P20026,5,317.57,0.1,Northeast,PA,Online
O302935,2024-04-02,2024-04-08,C10189,P20192,7,250.75,0.1,South,TX,Online
O302936,2023-12-21,2023-12-22,C10093,P20173,5,608.98,0.05,South,TN,Online
O302937,2024-03-22,2024-03-23,C10361,P20022,5,682.51,0.0,Southwest,CO,Online
O302938,2024-10-21,2024-10-24,C10050,P20177,7,23.5,0.05,Southwest,CO,Online
O302939,2024-12-14,2024-12-21,C10428,P20096,4,536.78,0.0,Southwest,CO,In-Store
O302940,2023-09-03,2023-09-06,C10310,P20022,10,702.72,0.0,South,FL,Online
O302941,2025-02-07,2025-02-11,C10274,P20127,10,186.06,0.0,West,OR,Online
O302942,2023-12-08,2023-12-09,C10103,P20112,7,171.92,0.0,West,CA,Partner
O302943,2024-07-19,2024-07-25,C10163,P20188,6,237.88,0.0,Southwest,UT,Online
O302944,2025-10-04,2025-10-10,C10382,P20068,4,145.7,0.0,Southwest,UT,Online
O302945,2024-12-24,2024-12-28,C10452,P20072,9,242.33,0.0,Northeast,PA,Online
O302946,2023-08-17,2023-08-21,C10312,P20010,8,576.18,0.0,South,TN,Online
O302947,2025-02-12,2025-02-18,C10462,P20111,4,193.83,0.0,Southwest,UT,Online
O302948,2024-07-01,2024-07-03,C10347,P20067,3,489.98,0.1,Southwest,UT,Online
O302949,2023-10-31,2023-11-01,C10188,P20190,4,247.92,0.05,Midwest,OH,Online
O302950,2025-10-23,2025-10-28,C10020,P20197,10,424.71,0.05,Midwest,OH,In-Store
O302951,2024-02-18,2024-02-22,C10446,P20159,6,70.27,0.05,Northeast,CT,Online
O302952,2025-09-27,2025-09-28,C10059,P20112,3,160.55,0.2,Northeast,CT,Online
O302953,2025-05-25,2025-05-29,C10490,P20039,6,177.9,0.0,South,TN,Online
O302954,2024-04-14,2024-04-16,C10300,P20067,4,449.73,0.15,West,OR,In-Store
O302955,2025-06-22,2025-06-29,C10383,P20117,9,160.53,0.0,Southwest,CO,In-Store
O302956,2024-07-23,2024-07-24,C10471,P20039,3,187.44,0.0,Southwest,CO,Online
O302957,2023-05-03,2023-05-07,C10212,P20185,9,70.26,0.15,Northeast,MA,Online
O302958,2024-04-28,2024-05-01,C10301,P20161,8,641.85,0.05,West,OR,In-Store
O302959,2025-03-25,2025-04-01,C10468,P20152,1,88.67,0.0,South,TX,In-Store
O302960,2024-02-09,2024-02-13,C10259,P20023,5,234.82,0.1,Midwest,IL,Online
O302961,2024-12-06,2024-12-08,C10036,P20017,9,475.67,0.0,West,CA,In-Store
O302962,2023-01-13,2023-01-14,C10137,P20149,10,159.44,0.05,West,WA,Online
O302963,2024-09-15,2024-09-22,C10257,P20049,3,104.67,0.1,West,WA,In-Store
O302964,2023-05-09,2023-05-15,C10278,P20062,7,391.01,0.1,Midwest,OH,Online
O302965,2025-03-17,2025-03-24,C10188,P20049,5,107.08,0.2,Midwest,OH,Online
O302966,2024-03-11,2024-03-17,C10015,P20021,8,187.57,0.2,Midwest,WI,In-Store
O302967,2025-01-25,2025-01-28,C10331,P20178,7,245.77,0.0,Northeast,NJ,Online
O302968,2024-03-15,2024-03-18,C10257,P20156,2,89.34,0.05,West,WA,Online
O302969,2023-05-10,2023-05-17,C10371,P20108,2,383.45,0.0,Northeast,CT,Online
O302970,2023-12-02,2023-12-08,C10327,P20090,9,320.83,0.0,West,NV,In-Store
O302971,2025-03-04,2025-03-10,C10354,P20105,10,501.59,0.05,South,FL,Online
O302972,2025-06-06,2025-06-11,C10166,P20144,4,258.96,0.05,Midwest,IN,Online
O302973,2025-05-20,2025-05-25,C10457,P20113,1,142.0,0.05,Midwest,WI,Online
O302974,2023-12-13,2023-12-16,C10466,P20138,8,506.93,0.1,Northeast,PA,Online
O302975,2023-06-25,2023-06-30,C10339,P20096,9,589.56,0.0,Northeast,CT,In-Store
O302976,2024-06-17,2024-06-24,C10124,P20086,8,514.11,0.0,South,FL,In-Store
O302977,2024-12-09,2024-12-13,C10274,P20149,3,153.33,0.15,West,OR,Online
O302978,2023-09-04,2023-09-07,C10184,P20150,8,246.1,0.2,Southwest,AZ,Online
O302979,2023-06-17,2023-06-18,C10439,P20076,7,105.85,0.0,West,CA,Online
O302980,2023-12-06,2023-12-13,C10071,P20032,5,430.09,0.0,Northeast,CT,Online
O302981,2023-06-24,2023-06-27,C10357,P20182,8,675.54,0.15,Northeast,MA,Online
O302982,2023-07-04,2023-07-10,C10126,P20134,7,725.12,0.0,South,FL,In-Store
O302983,2023-04-30,2023-05-07,C10069,P20159,7,67.46,0.05,West,WA,Online
O302984,2025-08-30,2025-09-01,C10460,P20130,6,69.51,0.0,West,OR,In-Store
O302985,2023-11-15,2023-11-21,C10368,P20100,2,402.58,0.0,Southwest,AZ,In-Store
O302986,2024-03-10,2024-03-11,C10377,P20030,4,169.25,0.0,West,WA,Online
O302987,2025-08-25,2025-08-27,C10106,P20085,5,451.87,0.0,Southwest,NM,In-Store
O302988,2025-05-14,2025-05-19,C10113,P20025,8,99.74,0.05,Midwest,WI,Partner
O302989,2025-02-27,2025-02-28,C10062,P20061,8,438.99,0.05,Midwest,IN,Online
O302990,2024-01-01,2024-01-07,C10005,P20199,9,182.21,0.0,Midwest,IN,In-Store
O302991,2023-12-31,2024-01-06,C10380,P20087,2,57.26,0.05,South,FL,In-Store
O302992,2023-03-17,2023-03-19,C10342,P20027,4,105.53,0.05,Southwest,CO,Online
O302993,2023-03-14,2023-03-19,C10264,P20158,8,412.92,0.0,South,FL,In-Store
O302994,2024-10-18,2024-10-19,C10410,P20021,6,194.03,0.05,Southwest,AZ,Online
O302995,2024-03-05,2024-03-12,C10363,P20023,8,232.87,0.0,South,GA,In-Store
O302996,2024-12-02,2024-12-09,C10301,P20163,10,236.47,0.0,West,OR,Online
O302997,2025-01-12,2025-01-14,C10410,P20044,10,192.69,0.05,Southwest,AZ,Online
O302998,2023-11-03,2023-11-08,C10102,P20031,4,206.22,0.0,South,FL,Online
O302999,2025-02-17,2025-02-19,C10129,P20010,3,575.63,0.0,Northeast,CT,In-Store
O303000,2025-01-31,2025-02-07,C10136,P20035,10,293.09,0.0,West,CA,Online
O303001,2025-02-25,2025-02-27,C10370,P20009,5,353.71,0.0,Northeast,NY,Online
O303002,2023-02-14,2023-02-20,C10484,P20199,6,195.67,0.15,South,TN,Online
O303003,2023-07-09,2023-07-11,C10476,P20196,3,241.33,0.1,Midwest,OH,In-Store
O303004,2025-07-09,2025-07-12,C10370,P20194,1,790.22,0.1,Northeast,NY,Online
O303005,2023-06-13,2023-06-18,C10244,P20119,1,476.61,0.15,Northeast,NY,Partner
O303006,2025-10-08,2025-10-12,C10191,P20000,1,225.69,0.05,Midwest,OH,Online
O303007,2025-02-06,2025-02-12,C10088,P20046,6,180.46,0.15,Northeast,CT,Online
O303008,2025-09-25,2025-09-27,C10406,P20025,5,92.96,0.0,South,NC,Online
O303009,2023-06-26,2023-07-02,C10462,P20032,4,415.53,0.0,Southwest,UT,In-Store
O303010,2024-06-14,2024-06-17,C10171,P20107,3,155.41,0.0,West,OR,Online
O303011,2024-05-18,2024-05-24,C10242,P20123,1,601.45,0.05,West,CA,Online
O303012,2025-08-25,2025-08-31,C10146,P20122,7,335.9,0.0,Midwest,OH,Online
O303013,2025-10-11,2025-10-15,C10280,P20158,6,407.79,0.0,Northeast,NY,Online
O303014,2023-01-16,2023-01-21,C10286,P20057,4,590.65,0.2,South,FL,Online
O303015,2025-07-12,2025-07-15,C10009,P20140,8,171.23,0.0,Midwest,IL,Partner
O303016,2025-07-25,2025-07-26,C10260,P20100,5,408.81,0.05,Southwest,NM,Partner
O303017,2025-03-03,2025-03-10,C10015,P20198,9,380.8,0.15,Midwest,WI,Online
O303018,2023-08-18,2023-08-22,C10401,P20033,1,466.62,0.0,Southwest,UT,Online
O303019,2025-09-26,2025-10-02,C10454,P20118,3,160.94,0.05,South,NC,In-Store
O303020,2025-04-08,2025-04-10,C10089,P20135,10,93.44,0.05,Midwest,IL,Partner
O303021,2023-06-30,2023-07-01,C10354,P20047,2,481.87,0.0,South,FL,In-Store
O303022,2025-07-09,2025-07-10,C10173,P20183,6,571.26,0.05,Midwest,WI,In-Store
O303023,2023-06-29,2023-07-04,C10132,P20134,10,768.3,0.1,South,TN,In-Store
O303024,2024-07-30,2024-07-31,C10386,P20070,2,357.79,0.0,West,OR,Online
O303025,2025-05-19,2025-05-23,C10280,P20001,1,379.25,0.0,Northeast,NY,Online
O303026,2023-11-27,2023-11-30,C10049,P20071,5,361.62,0.15,Midwest,MI,Partner
O303027,2023-05-14,2023-05-17,C10425,P20062,10,389.67,0.1,South,FL,In-Store
O303028,2024-06-26,2024-07-01,C10156,P20161,6,652.24,0.0,West,CA,In-Store
O303029,2023-09-30,2023-10-01,C10415,P20181,3,327.38,0.1,Southwest,NM,Online
O303030,2023-06-02,2023-06-07,C10301,P20041,7,250.68,0.0,West,OR,Online
O303031,2025-02-07,2025-02-13,C10137,P20087,8,50.57,0.05,West,WA,Online
O303032,2023-03-19,2023-03-20,C10194,P20192,5,244.87,0.0,Midwest,IL,In-Store
O303033,2025-09-14,2025-09-19,C10095,P20189,8,361.13,0.05,Northeast,PA,Online
O303034,2025-01-21,2025-01-25,C10151,P20148,8,301.67,0.05,Midwest,IL,In-Store
O303035,2023-05-13,2023-05-20,C10085,P20116,4,679.61,0.15,Northeast,MA,Partner
O303036,2024-10-01,2024-10-04,C10140,P20017,8,483.43,0.0,Southwest,UT,In-Store
O303037,2024-03-01,2024-03-07,C10444,P20078,8,374.05,0.0,Southwest,UT,Online
O303038,2023-03-30,2023-04-05,C10238,P20025,4,102.33,0.1,Southwest,CO,In-Store
O303039,2023-09-08,2023-09-11,C10362,P20087,8,50.1,0.0,Northeast,MA,Partner
O303040,2023-04-01,2023-04-05,C10230,P20026,10,308.97,0.0,Northeast,NJ,Online
O303041,2023-02-18,2023-02-23,C10355,P20043,3,130.29,0.15,South,TN,In-Store
O303042,2024-10-18,2024-10-24,C10060,P20166,8,144.69,0.05,Northeast,CT,Online
O303043,2023-06-04,2023-06-06,C10321,P20097,6,289.21,0.0,Southwest,AZ,Online
O303044,2024-09-20,2024-09-22,C10181,P20075,4,65.79,0.05,Northeast,CT,Online
O303045,2024-03-19,2024-03-25,C10474,P20145,1,318.3,0.15,Midwest,MI,Online
O303046,2025-01-10,2025-01-11,C10412,P20194,8,757.55,0.0,Midwest,IN,In-Store
O303047,2024-07-16,2024-07-18,C10427,P20181,1,323.26,0.0,South,GA,Online
O303048,2025-11-28,2025-12-05,C10470,P20122,8,320.1,0.05,Midwest,WI,Online
O303049,2025-03-09,2025-03-11,C10471,P20055,5,424.78,0.05,Southwest,CO,Online
O303050,2023-06-13,2023-06-17,C10289,P20020,9,415.58,0.1,Northeast,MA,Online
O303051,2024-05-06,2024-05-07,C10318,P20174,1,294.77,0.0,West,NV,Online
O303052,2024-01-12,2024-01-19,C10012,P20105,6,451.32,0.05,Midwest,IL,Online
O303053,2025-04-23,2025-04-29,C10167,P20151,10,23.8,0.0,Midwest,WI,Online
O303054,2024-12-18,2024-12-21,C10424,P20130,7,66.06,0.2,Northeast,NJ,Partner
O303055,2023-04-23,2023-04-27,C10470,P20172,7,481.34,0.05,Midwest,WI,Online
O303056,2025-01-15,2025-01-22,C10287,P20015,1,191.79,0.05,South,NC,In-Store
O303057,2025-04-12,2025-04-16,C10317,P20074,6,93.13,0.0,South,FL,Online
O303058,2025-07-28,2025-07-30,C10049,P20180,5,841.56,0.05,Midwest,MI,In-Store
O303059,2025-08-29,2025-08-30,C10161,P20119,9,469.03,0.1,South,FL,In-Store
O303060,2025-04-11,2025-04-18,C10398,P20185,8,78.77,0.2,Northeast,CT,In-Store
O303061,2024-04-17,2024-04-18,C10426,P20054,4,523.34,0.05,South,TN,Online
O303062,2025-02-27,2025-02-28,C10169,P20071,5,331.22,0.1,Midwest,WI,In-Store
O303063,2023-09-02,2023-09-05,C10174,P20187,9,60.56,0.0,South,TX,In-Store
O303064,2025-01-24,2025-01-28,C10327,P20176,1,65.67,0.05,West,NV,Online
O303065,2025-08-30,2025-09-02,C10168,P20030,5,179.21,0.0,South,GA,Partner
O303066,2024-02-16,2024-02-20,C10285,P20173,7,588.58,0.1,Southwest,NM,In-Store
O303067,2025-12-02,2025-12-06,C10016,P20096,8,616.79,0.2,Southwest,UT,Online
O303068,2023-01-04,2023-01-09,C10040,P20060,5,822.8,0.0,West,WA,Online
O303069,2024-04-30,2024-05-02,C10125,P20131,2,367.76,0.1,Northeast,NY,Online
O303070,2024-10-17,2024-10-21,C10199,P20105,6,463.16,0.0,Midwest,OH,In-Store
O303071,2025-07-06,2025-07-07,C10195,P20038,5,244.69,0.0,South,NC,Online
O303072,2024-06-16,2024-06-23,C10132,P20117,1,149.21,0.0,South,TN,Online
O303073,2023-03-30,2023-04-04,C10013,P20106,8,760.1,0.05,Midwest,OH,Online
O303074,2025-07-01,2025-07-03,C10079,P20068,3,130.44,0.0,South,NC,In-Store
O303075,2024-06-27,2024-06-28,C10122,P20026,5,333.07,0.0,Northeast,MA,In-Store
O303076,2023-11-19,2023-11-25,C10008,P20100,4,366.8,0.2,South,NC,Online
O303077,2023-05-02,2023-05-08,C10437,P20069,4,685.04,0.0,West,NV,In-Store
O303078,2024-03-26,2024-03-31,C10132,P20136,9,410.83,0.05,South,TN,Online
O303079,2024-06-10,2024-06-17,C10149,P20118,5,142.37,0.05,South,NC,In-Store
O303080,2025-10-29,2025-11-01,C10334,P20015,3,195.1,0.05,South,TX,In-Store
O303081,2024-10-15,2024-10-21,C10098,P20069,10,671.62,0.0,Northeast,CT,In-Store
O303082,2023-05-25,2023-05-30,C10496,P20190,7,271.34,0.15,Midwest,WI,In-Store
O303083,2025-11-23,2025-11-24,C10230,P20057,2,586.27,0.1,Northeast,NJ,Online
O303084,2023-04-27,2023-05-03,C10467,P20140,7,166.04,0.1,Northeast,NY,Online
O303085,2024-09-20,2024-09-24,C10337,P20172,4,467.45,0.0,South,GA,Online
O303086,2025-09-11,2025-09-14,C10168,P20018,3,232.14,0.0,South,GA,In-Store
O303087,2024-12-15,2024-12-20,C10146,P20089,9,185.52,0.0,Midwest,OH,In-Store
O303088,2025-01-15,2025-01-18,C10096,P20100,10,400.75,0.05,Northeast,PA,In-Store
O303089,2025-12-10,2025-12-14,C10217,P20039,9,200.62,0.15,South,TN,Online
O303090,2023-05-31,2023-06-07,C10425,P20163,7,239.0,0.0,South,FL,In-Store
O303091,2024-09-04,2024-09-07,C10484,P20078,3,384.31,0.1,South,TN,Online
O303092,2025-06-14,2025-06-20,C10098,P20187,4,65.62,0.1,Northeast,CT,Online
O303093,2024-01-10,2024-01-14,C10204,P20103,6,699.28,0.15,Midwest,WI,In-Store
O303094,2025-12-07,2025-12-10,C10186,P20065,4,323.64,0.0,Northeast,PA,Online
O303095,2023-10-29,2023-11-01,C10031,P20062,5,354.86,0.0,West,OR,In-Store
O303096,2023-04-25,2023-05-02,C10301,P20020,8,459.11,0.05,West,OR,In-Store
O303097,2023-08-01,2023-08-02,C10328,P20114,7,25.93,0.0,Northeast,NY,In-Store
O303098,2025-02-18,2025-02-23,C10115,P20062,9,393.4,0.1,Northeast,MA,In-Store
O303099,2024-09-21,2024-09-22,C10170,P20094,1,629.59,0.0,West,CA,Online
O303100,2023-10-08,2023-10-09,C10489,P20070,6,340.03,0.0,Northeast,NJ,Online
O303101,2024-05-08,2024-05-12,C10235,P20108,7,347.67,0.05,West,WA,In-Store
O303102,2024-12-11,2024-12-16,C10336,P20153,4,22.49,0.15,Midwest,OH,Partner
O303103,2023-12-10,2023-12-15,C10147,P20171,9,350.43,0.0,Midwest,IL,In-Store
O303104,2023-09-06,2023-09-10,C10047,P20063,2,449.26,0.0,South,GA,Online
O303105,2023-06-05,2023-06-10,C10102,P20198,7,387.17,0.1,South,FL,Online
O303106,2023-09-18,2023-09-24,C10123,P20038,9,264.74,0.0,South,TN,Online
O303107,2023-08-28,2023-08-29,C10286,P20167,9,217.91,0.0,South,FL,Online
O303108,2023-11-03,2023-11-09,C10244,P20007,3,237.41,0.0,Northeast,NY,In-Store
O303109,2024-10-06,2024-10-13,C10111,P20046,5,193.77,0.2,Midwest,WI,Online
O303110,2023-08-18,2023-08-23,C10172,P20122,2,324.05,0.05,South,FL,Online
O303111,2023-06-03,2023-06-09,C10156,P20111,6,178.6,0.0,West,CA,Online
O303112,2023-06-24,2023-06-30,C10213,P20190,7,245.03,0.0,West,NV,Online
O303113,2023-04-03,2023-04-06,C10439,P20045,3,22.44,0.15,West,CA,Online
O303114,2023-08-26,2023-08-27,C10315,P20099,10,329.9,0.05,West,CA,In-Store
O303115,2023-10-03,2023-10-09,C10016,P20064,6,299.06,0.15,Southwest,UT,In-Store
O303116,2025-03-20,2025-03-23,C10123,P20064,7,287.05,0.0,South,TN,In-Store
O303117,2023-11-07,2023-11-11,C10130,P20177,5,23.54,0.1,Northeast,MA,In-Store
O303118,2023-09-08,2023-09-13,C10223,P20127,1,180.99,0.0,South,GA,Partner
O303119,2024-01-16,2024-01-18,C10249,P20141,7,446.41,0.05,Midwest,MI,In-Store
O303120,2025-11-20,2025-11-21,C10019,P20110,7,151.9,0.0,Midwest,MI,In-Store
O303121,2024-05-16,2024-05-23,C10409,P20107,9,164.55,0.05,Northeast,PA,Partner
O303122,2025-04-07,2025-04-09,C10098,P20095,7,109.42,0.0,Northeast,CT,Online
O303123,2024-11-03,2024-11-08,C10357,P20178,3,214.31,0.15,Northeast,MA,Online
O303124,2025-03-18,2025-03-20,C10490,P20036,1,134.38,0.05,South,TN,Online
O303125,2023-04-02,2023-04-05,C10030,P20039,3,179.97,0.0,Northeast,NY,Online
O303126,2024-03-27,2024-03-28,C10308,P20029,8,439.53,0.0,Midwest,IL,In-Store
O303127,2025-02-01,2025-02-06,C10091,P20195,1,287.18,0.05,Midwest,MI,Online
O303128,2025-07-19,2025-07-25,C10350,P20045,9,23.09,0.05,Northeast,MA,In-Store
O303129,2024-01-17,2024-01-18,C10133,P20098,1,368.51,0.0,Southwest,NM,In-Store
O303130,2024-06-05,2024-06-12,C10139,P20127,3,170.83,0.15,Northeast,MA,In-Store
O303131,2025-06-11,2025-06-18,C10498,P20025,6,95.09,0.0,Northeast,PA,In-Store
O303132,2024-11-24,2024-11-29,C10432,P20189,4,375.14,0.0,Midwest,IL,Partner
O303133,2023-10-19,2023-10-20,C10186,P20072,9,255.07,0.05,Northeast,PA,In-Store
O303134,2023-08-28,2023-08-31,C10029,P20167,3,199.26,0.0,South,GA,Online
O303135,2024-06-20,2024-06-21,C10040,P20139,5,485.44,0.0,West,WA,Partner
O303136,2025-12-22,2025-12-23,C10350,P20148,9,301.1,0.1,Northeast,MA,Online
O303137,2024-04-29,2024-05-06,C10112,P20074,5,102.43,0.1,South,TX,Online
O303138,2023-04-14,2023-04-20,C10350,P20022,9,706.31,0.0,Northeast,MA,Online
O303139,2024-04-07,2024-04-09,C10340,P20129,5,817.52,0.0,Southwest,CO,Online
O303140,2025-04-30,2025-05-05,C10290,P20169,5,170.79,0.0,Midwest,OH,In-Store
O303141,2023-10-17,2023-10-21,C10332,P20003,1,474.61,0.1,Southwest,UT,Online
O303142,2025-12-25,2025-12-27,C10476,P20169,9,177.63,0.15,Midwest,OH,In-Store
O303143,2024-08-22,2024-08-23,C10275,P20120,5,286.03,0.1,West,CA,Online
O303144,2023-12-04,2023-12-10,C10225,P20015,10,186.77,0.0,West,OR,In-Store
O303145,2024-08-27,2024-09-03,C10080,P20184,7,84.46,0.05,Southwest,CO,Partner
O303146,2025-10-16,2025-10-17,C10120,P20049,6,109.91,0.05,West,NV,Online
O303147,2023-04-05,2023-04-08,C10181,P20144,9,247.95,0.15,Northeast,CT,Online
O303148,2023-10-02,2023-10-09,C10315,P20030,1,161.93,0.2,West,CA,Online
O303149,2024-08-17,2024-08-24,C10093,P20152,4,85.56,0.1,South,TN,In-Store
O303150,2023-07-27,2023-08-01,C10211,P20177,8,25.75,0.05,West,OR,Online
O303151,2023-07-14,2023-07-18,C10182,P20170,1,267.0,0.15,Northeast,NJ,In-Store
O303152,2023-11-14,2023-11-15,C10101,P20174,1,284.28,0.0,Southwest,UT,In-Store
O303153,2024-09-16,2024-09-20,C10039,P20005,2,124.75,0.05,Midwest,OH,Online
O303154,2024-09-13,2024-09-14,C10405,P20132,1,369.24,0.0,West,WA,In-Store
O303155,2023-07-12,2023-07-14,C10485,P20132,5,329.46,0.15,West,CA,In-Store
O303156,2023-02-04,2023-02-06,C10048,P20140,1,173.46,0.0,Midwest,MI,Online
O303157,2023-11-30,2023-12-05,C10459,P20013,1,413.6,0.2,Northeast,CT,In-Store
O303158,2025-12-15,2025-12-22,C10093,P20010,8,619.88,0.05,South,TN,In-Store
O303159,2023-08-08,2023-08-14,C10054,P20029,4,414.88,0.0,Northeast,NJ,Online
O303160,2024-03-19,2024-03-26,C10451,P20045,2,23.45,0.0,South,FL,In-Store
O303161,2023-06-21,2023-06-23,C10396,P20043,9,131.99,0.0,Northeast,NY,Partner
O303162,2023-11-25,2023-11-29,C10499,P20197,3,427.02,0.15,South,NC,Online
O303163,2025-06-29,2025-07-03,C10025,P20017,3,496.68,0.2,Northeast,NJ,Partner
O303164,2024-09-07,2024-09-13,C10035,P20075,1,63.27,0.2,Southwest,UT,Partner
O303165,2024-12-15,2024-12-17,C10063,P20064,9,300.2,0.0,Southwest,NM,Online
O303166,2023-12-22,2023-12-25,C10318,P20181,3,328.68,0.0,West,NV,Online
O303167,2025-10-31,2025-11-05,C10044,P20192,7,257.01,0.0,Northeast,PA,Online
O303168,2023-02-25,2023-02-26,C10129,P20164,8,546.98,0.0,Northeast,CT,In-Store
O303169,2024-07-09,2024-07-16,C10139,P20031,2,190.7,0.1,Northeast,MA,In-Store
O303170,2025-02-13,2025-02-15,C10426,P20012,9,283.06,0.05,South,TN,Online
O303171,2023-03-07,2023-03-09,C10228,P20189,2,324.61,0.05,Northeast,MA,In-Store
O303172,2023-12-11,2023-12-13,C10178,P20145,5,298.81,0.0,Southwest,AZ,Online
O303173,2023-08-07,2023-08-14,C10095,P20021,2,186.52,0.1,Northeast,PA,Online
O303174,2024-01-15,2024-01-18,C10229,P20148,2,320.31,0.15,Northeast,CT,Online
O303175,2024-06-02,2024-06-04,C10219,P20149,7,174.76,0.0,Northeast,NJ,In-Store
O303176,2023-02-16,2023-02-18,C10195,P20036,2,123.03,0.15,South,NC,Online
O303177,2024-11-03,2024-11-05,C10367,P20047,7,466.77,0.05,West,OR,Online
O303178,2023-06-27,2023-07-04,C10158,P20046,9,183.92,0.0,Northeast,NJ,Online
O303179,2023-04-27,2023-05-01,C10474,P20185,8,70.79,0.0,Midwest,MI,In-Store
O303180,2025-10-13,2025-10-14,C10443,P20052,8,70.4,0.1,South,TX,Online
O303181,2025-07-15,2025-07-16,C10453,P20025,6,97.03,0.0,Midwest,IL,In-Store
O303182,2024-11-28,2024-12-02,C10493,P20190,1,248.23,0.05,Midwest,MI,In-Store
O303183,2025-07-16,2025-07-19,C10092,P20089,6,190.03,0.0,Northeast,NJ,In-Store
O303184,2023-09-22,2023-09-25,C10089,P20120,2,277.51,0.1,Midwest,IL,Partner
O303185,2023-12-19,2023-12-22,C10008,P20048,10,231.01,0.0,South,NC,Online
O303186,2023-09-17,2023-09-24,C10096,P20129,6,814.84,0.0,Northeast,PA,Online
O303187,2024-08-20,2024-08-25,C10197,P20064,1,277.96,0.2,South,GA,In-Store
O303188,2024-10-14,2024-10-21,C10457,P20122,7,340.01,0.0,Midwest,WI,Online
O303189,2025-06-19,2025-06-25,C10385,P20158,7,394.25,0.0,Southwest,AZ,In-Store
O303190,2024-12-03,2024-12-07,C10213,P20028,4,446.61,0.1,West,NV,Online
O303191,2023-01-25,2023-01-27,C10492,P20181,2,306.29,0.05,Northeast,PA,Online
O303192,2023-10-06,2023-10-07,C10384,P20084,8,328.21,0.1,Northeast,NY,In-Store
O303193,2023-01-29,2023-02-05,C10155,P20182,8,731.78,0.0,Midwest,OH,Online
O303194,2025-05-03,2025-05-05,C10290,P20100,1,364.58,0.0,Midwest,OH,Online
O303195,2023-06-08,2023-06-09,C10423,P20104,5,481.66,0.0,Midwest,MI,Online
O303196,2023-07-09,2023-07-12,C10122,P20051,9,604.87,0.0,Northeast,MA,Online
O303197,2024-07-06,2024-07-09,C10084,P20027,9,111.66,0.1,Southwest,NM,Online
O303198,2023-05-28,2023-05-31,C10063,P20020,7,470.83,0.0,Southwest,NM,In-Store
O303199,2023-07-25,2023-07-30,C10183,P20065,2,342.73,0.0,West,OR,Online
O303200,2024-10-19,2024-10-21,C10334,P20007,7,242.28,0.0,South,TX,In-Store
O303201,2024-08-29,2024-09-03,C10225,P20179,7,46.24,0.0,West,OR,Partner
O303202,2024-11-21,2024-11-27,C10226,P20008,1,163.59,0.0,Southwest,AZ,Online
O303203,2024-05-05,2024-05-11,C10180,P20115,9,410.77,0.0,Northeast,CT,Online
O303204,2025-06-26,2025-07-03,C10499,P20099,3,322.78,0.2,South,NC,Online
O303205,2025-03-23,2025-03-30,C10362,P20134,8,775.02,0.05,Northeast,MA,Online
O303206,2025-05-31,2025-06-03,C10495,P20059,8,528.46,0.0,South,TX,Online
O303207,2023-09-13,2023-09-15,C10484,P20125,8,31.61,0.05,South,TN,Partner
O303208,2024-01-25,2024-01-30,C10459,P20191,9,240.31,0.1,Northeast,CT,In-Store
O303209,2023-04-03,2023-04-09,C10180,P20166,2,146.3,0.0,Northeast,CT,Online
O303210,2025-02-24,2025-03-01,C10268,P20036,8,134.54,0.0,Southwest,AZ,Online
O303211,2024-12-22,2024-12-29,C10023,P20093,6,425.31,0.0,Southwest,NM,In-Store
O303212,2023-08-23,2023-08-24,C10005,P20026,10,327.54,0.0,Midwest,IN,In-Store
O303213,2024-03-03,2024-03-05,C10251,P20029,1,460.98,0.2,Northeast,PA,In-Store
O303214,2023-06-06,2023-06-10,C10157,P20117,7,145.51,0.0,Northeast,PA,Online
O303215,2023-07-27,2023-07-30,C10099,P20177,6,24.53,0.05,Southwest,CO,Online
O303216,2023-06-06,2023-06-08,C10034,P20108,6,377.02,0.1,Midwest,IN,Online
O303217,2024-04-01,2024-04-07,C10421,P20147,2,133.8,0.0,Midwest,WI,Online
O303218,2023-12-17,2023-12-20,C10001,P20074,4,102.75,0.0,West,WA,Online
O303219,2024-06-26,2024-07-01,C10431,P20061,10,485.46,0.0,Southwest,NM,Online
O303220,2024-04-17,2024-04-22,C10202,P20122,3,333.38,0.0,Midwest,WI,In-Store
O303221,2023-11-25,2023-12-02,C10058,P20101,7,575.99,0.0,West,CA,In-Store
O303222,2025-06-29,2025-07-03,C10418,P20103,6,610.87,0.05,Midwest,IL,In-Store
O303223,2025-11-07,2025-11-12,C10375,P20006,10,606.86,0.05,Midwest,MI,Online
O303224,2023-05-27,2023-05-30,C10152,P20169,8,196.29,0.0,Southwest,CO,Online
O303225,2025-07-26,2025-07-29,C10219,P20044,4,191.73,0.0,Northeast,NJ,Online
O303226,2023-02-23,2023-02-28,C10127,P20142,7,428.59,0.0,Northeast,CT,Online
O303227,2025-12-08,2025-12-14,C10116,P20177,3,25.21,0.2,South,GA,In-Store
